# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APOBEC3G	ENSG00000239713	ENST00000486357	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOBEC3H	ENSG00000100298	ENST00000348946	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOBEC3H	ENSG00000100298	ENST00000401756	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOBEC3H	ENSG00000100298	ENST00000421988	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOBEC3H	ENSG00000100298	ENST00000442487	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOBEC3H	ENSG00000100298	ENST00000474235	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000319136	protein_coding	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000347595	protein_coding	0	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000397278	protein_coding	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000397279	protein_coding	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000422471	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000422706	protein_coding	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000426053	protein_coding	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000427990	protein_coding	0	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000431184	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000433768	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000438034	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000439680	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000440669	protein_coding	0	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
APOL1	ENSG00000100342	ENST00000475519	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
APOL2	ENSG00000128335	ENST00000249066	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
APOL2	ENSG00000128335	ENST00000358502	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000451256	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000454728	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000473549	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000476579	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000484830	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000489186	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL2	ENSG00000128335	ENST00000529194	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000328429	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000332987	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000352371	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000397275	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000404685	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000405511	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000419360	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000429038	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000436763	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000449084	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000457630	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000479929	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000480236	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000493203	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL4	ENSG00000100336	ENST00000524531	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APOL5	ENSG00000128313	ENST00000249044	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
APOL6	ENSG00000221963	ENST00000409652	protein_coding	0	0	0	30	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	3
ARHGAP42P3	ENSG00000235759	ENST00000443989	processed_pseudogene	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000336963	protein_coding	0	0	0	79	2	0	0	0	0	10	0	67	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000356099	protein_coding	0	0	0	79	2	0	0	0	0	10	0	67	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000389772	nonsense_mediated_decay	0	0	0	74	2	0	0	0	0	10	0	58	0	2	0	0	0	0	0	0	2
ARHGAP8	ENSG00000241484	ENST00000389773	protein_coding	0	0	0	82	2	0	0	0	0	10	0	70	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000389774	protein_coding	0	0	0	79	2	0	0	0	0	10	0	67	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000396119	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000412433	protein_coding	0	0	0	24	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000447333	nonsense_mediated_decay	0	0	0	30	0	0	0	0	0	6	0	24	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000460809	retained_intron	0	0	0	53	0	0	0	0	0	5	0	47	0	1	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000469342	retained_intron	0	0	0	25	0	0	0	0	0	11	0	6	0	2	0	0	0	0	0	0	6
ARHGAP8	ENSG00000241484	ENST00000469872	processed_transcript	0	0	0	11	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
ARHGAP8	ENSG00000241484	ENST00000495219	retained_intron	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
ARHGAP8	ENSG00000241484	ENST00000498310	retained_intron	0	0	0	19	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	4
ARHGAP8	ENSG00000241484	ENST00000517296	protein_coding	0	0	0	82	2	0	0	0	0	10	0	70	0	0	0	0	0	0	0	0	0
ARL2BPP10	ENSG00000225225	ENST00000446487	processed_pseudogene	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
ARSA	ENSG00000100299	ENST00000216124	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000356098	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000395619	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000395621	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000453344	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000547307	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000547805	protein_coding	0	0	0	5	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000551731	retained_intron	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
ARSA	ENSG00000100299	ENST00000608497	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
ARSA	ENSG00000100299	ENST00000610191	processed_transcript	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ARVCF	ENSG00000099889	ENST00000263207	protein_coding	0	1	0	40	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	1	2
ARVCF	ENSG00000099889	ENST00000344269	protein_coding	0	1	0	19	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	1	4
ARVCF	ENSG00000099889	ENST00000401994	protein_coding	0	1	0	17	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	4
ARVCF	ENSG00000099889	ENST00000406259	protein_coding	0	1	0	20	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	1	4
ARVCF	ENSG00000099889	ENST00000406522	protein_coding	0	1	0	17	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	4
ARVCF	ENSG00000099889	ENST00000462319	processed_transcript	0	0	0	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
ARVCF	ENSG00000099889	ENST00000467828	processed_transcript	0	0	0	30	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	0	2
ARVCF	ENSG00000099889	ENST00000473551	retained_intron	0	0	0	12	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	4
ARVCF	ENSG00000099889	ENST00000480792	processed_transcript	0	0	0	11	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	2
ARVCF	ENSG00000099889	ENST00000487793	processed_transcript	0	0	0	9	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	4
ARVCF	ENSG00000099889	ENST00000492625	processed_transcript	0	0	0	9	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	4
ARVCF	ENSG00000099889	ENST00000495096	retained_intron	0	0	0	15	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	4
ASCC2	ENSG00000100325	ENST00000307790	protein_coding	0	0	1	8	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000397771	protein_coding	0	0	1	8	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000411532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000412689	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000431535	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000449900	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000453160	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000454854	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000458594	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000460313	retained_intron	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000462454	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000464287	processed_transcript	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000465667	retained_intron	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000472433	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000478812	processed_transcript	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ASCC2	ENSG00000100325	ENST00000483380	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASCC2	ENSG00000100325	ENST00000487486	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ASCC2	ENSG00000100325	ENST00000492821	retained_intron	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000495681	retained_intron	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000495967	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
ASCC2	ENSG00000100325	ENST00000542393	protein_coding	0	0	1	8	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	3
ASH2LP1	ENSG00000224144	ENST00000438037	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASLP1	ENSG00000244723	ENST00000428790	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000253413	protein_coding	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000399796	protein_coding	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000399798	protein_coding	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000413576	protein_coding	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000460085	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000473248	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ATP6V1E1	ENSG00000131100	ENST00000478963	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ATP6V1E1	ENSG00000131100	ENST00000481365	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000252934	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000381061	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000435026	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000451241	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000470722	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000476998	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000493643	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ATXN10	ENSG00000130638	ENST00000498009	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BAIAP2L2	ENSG00000128298	ENST00000332536	protein_coding	0	0	0	13	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	5
BAIAP2L2	ENSG00000128298	ENST00000381669	protein_coding	0	0	0	18	2	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	5
BAIAP2L2	ENSG00000128298	ENST00000428572	protein_coding	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
BCL2L13	ENSG00000099968	ENST00000317582	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000337612	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000355028	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000399781	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
BCL2L13	ENSG00000099968	ENST00000399782	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
BCL2L13	ENSG00000099968	ENST00000418951	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000464649	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000493680	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000498133	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000538149	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCL2L13	ENSG00000099968	ENST00000543133	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000305877	protein_coding	0	0	0	22	1	0	0	0	0	3	0	18	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000359540	protein_coding	0	0	0	19	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000398512	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000419722	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000427791	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000436990	processed_transcript	0	0	0	4	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000458056	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000463770	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000466076	retained_intron	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000471452	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
BCR	ENSG00000186716	ENST00000475025	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000479188	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000487679	processed_transcript	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
BCR	ENSG00000186716	ENST00000487968	retained_intron	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
BCRP1	ENSG00000225098	ENST00000444246	unprocessed_pseudogene	0	1	0	8	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	4
BCRP2	ENSG00000169668	ENST00000398241	retained_intron	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
BCRP2	ENSG00000169668	ENST00000447763	transcribed_unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
BCRP2	ENSG00000169668	ENST00000461808	processed_transcript	0	0	0	5	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1
BCRP3	ENSG00000215481	ENST00000382243	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
BCRP3	ENSG00000215481	ENST00000447261	unprocessed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
BCRP4	ENSG00000215456	ENST00000506079	unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	1
BCRP6	ENSG00000169662	ENST00000510112	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BCRP7	ENSG00000215544	ENST00000511549	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
BIK	ENSG00000100290	ENST00000216115	protein_coding	0	0	0	9	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1
BMP6P1	ENSG00000236323	ENST00000431230	processed_pseudogene	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
BMS1P20	ENSG00000236850	ENST00000426066	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BNIP3P2	ENSG00000236097	ENST00000441221	processed_pseudogene	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
BPIFC	ENSG00000184459	ENST00000300399	protein_coding	0	0	0	17	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0
BPIFC	ENSG00000184459	ENST00000397450	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
BPIFC	ENSG00000184459	ENST00000397452	protein_coding	0	0	0	21	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	0	4
BPIFC	ENSG00000184459	ENST00000432451	protein_coding	0	0	0	15	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0
BPIFC	ENSG00000184459	ENST00000534972	protein_coding	0	0	0	19	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	4
BRD1	ENSG00000100425	ENST00000216267	protein_coding	0	0	0	15	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000342989	protein_coding	0	0	0	14	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000404034	protein_coding	0	0	0	15	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000404760	protein_coding	0	0	0	15	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000438393	nonsense_mediated_decay	0	0	0	15	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000457780	protein_coding	0	0	0	15	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000479985	retained_intron	0	0	0	4	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0
BRD1	ENSG00000100425	ENST00000542442	protein_coding	0	0	0	14	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000337843	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000397110	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000470655	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	ENSG00000133466	ENST00000493023	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000305199	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
C22orf15	ENSG00000169314	ENST00000382821	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
C22orf15	ENSG00000169314	ENST00000402217	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
C22orf15	ENSG00000169314	ENST00000477921	retained_intron	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
C22orf15	ENSG00000169314	ENST00000498542	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C22orf26	ENSG00000182257	ENST00000333761	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
C22orf26	ENSG00000182257	ENST00000396008	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
C22orf31	ENSG00000100249	ENST00000216071	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
