# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PABPC1P9	ENSG00000229658	ENST00000426076	unprocessed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	0	0	12	0	0	2	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	0	0	12	0	0	2	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000403744	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000407585	protein_coding	0	0	0	8	0	0	2	4	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000418133	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000422336	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000445706	nonsense_mediated_decay	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000453079	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000453643	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000507586	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PANX2	ENSG00000073150	ENST00000159647	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
PANX2	ENSG00000073150	ENST00000395842	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
PANX2	ENSG00000073150	ENST00000402472	nonsense_mediated_decay	0	0	0	4	2	0	0	0	0	2	0	0	0	0	0
PARP4P3	ENSG00000249263	ENST00000510265	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000338758	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000402876	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000404989	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000406477	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000444029	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000477795	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000495824	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000356909	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000415224	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000422871	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000444313	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000468564	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000472551	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000475485	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000331163	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000381551	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
PDGFB	ENSG00000100311	ENST00000440375	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000455790	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000402281	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000405677	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000467368	processed_transcript	0	0	0	6	0	0	4	2	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000492986	processed_transcript	0	0	0	6	0	0	4	2	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000329627	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000474897	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000313237	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000396103	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000403565	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000404079	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000414269	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000420689	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000447824	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000474327	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000490679	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000491522	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000495348	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000255882	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000449120	protein_coding	0	0	0	8	0	0	2	6	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000485963	retained_intron	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000572273	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000400467	transcribed_unprocessed_pseudogene	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0
PI4KAP1	ENSG00000215513	ENST00000416922	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000430523	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000437178	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000438765	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452110	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452435	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000455715	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000544467	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
PIK3IP1	ENSG00000100100	ENST00000215912	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000402249	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000441972	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000443175	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000480654	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000487265	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000493034	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PIWIL3	ENSG00000184571	ENST00000332271	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000527701	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000532537	processed_transcript	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000533313	protein_coding	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000332509	protein_coding	0	0	0	9	0	0	2	7	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000335539	protein_coding	0	0	0	9	0	0	2	7	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000402064	protein_coding	0	0	0	9	0	0	2	7	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000417303	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000420435	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000426674	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000427114	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000427453	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000430886	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000435484	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000436218	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000447598	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000448094	nonsense_mediated_decay	0	0	0	5	0	0	3	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000452542	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000452794	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000454670	nonsense_mediated_decay	0	0	0	5	0	0	3	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000455341	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000463287	retained_intron	0	0	0	5	0	0	2	0	0	0	0	0	0	0	3
PLA2G6	ENSG00000184381	ENST00000471636	retained_intron	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000480154	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000490473	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000491986	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000496409	retained_intron	0	0	0	5	0	0	3	0	0	0	0	0	0	0	2
PLA2G6	ENSG00000184381	ENST00000594306	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000359337	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000411680	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000449103	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000463165	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479701	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479818	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PNPLA3	ENSG00000100344	ENST00000216180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000406117	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000423180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000478713	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
POLR2F	ENSG00000100142	ENST00000405557	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000407936	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000442738	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000443002	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000460648	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000470701	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000483713	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000484894	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000488684	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000492213	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000606538	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000608713	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PPIL2	ENSG00000100023	ENST00000335025	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000398831	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000406385	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000412327	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000417788	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000446951	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000456792	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000462188	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
PPIL2	ENSG00000100023	ENST00000492445	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000498589	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000263212	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000397495	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000407142	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000484588	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000496143	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PPM1F	ENSG00000100034	ENST00000538191	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PPP6R2	ENSG00000100239	ENST00000216061	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PPP6R2	ENSG00000100239	ENST00000359139	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PPP6R2	ENSG00000100239	ENST00000395741	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PPP6R2	ENSG00000100239	ENST00000395744	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PPP6R2	ENSG00000100239	ENST00000401672	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PRAME	ENSG00000185686	ENST00000398741	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000398743	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000402697	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000403441	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000405655	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000406503	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000420709	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000424204	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000438888	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000439106	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000442481	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000476336	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000492657	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAME	ENSG00000185686	ENST00000543184	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRAMENP	ENSG00000197549	ENST00000337471	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PRAMENP	ENSG00000197549	ENST00000419303	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PRAMENP	ENSG00000197549	ENST00000546598	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000313755	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000334029	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000357068	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000420436	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000429300	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000482858	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000491604	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRODH	ENSG00000100033	ENST00000609229	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
PRR5-ARHGAP8	ENSG00000248405	ENST00000352766	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
PRR5-ARHGAP8	ENSG00000248405	ENST00000361473	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
PRR5-ARHGAP8	ENSG00000248405	ENST00000495250	retained_intron	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
PRR5-ARHGAP8	ENSG00000248405	ENST00000515632	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
RAB36	ENSG00000100228	ENST00000263116	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RAB36	ENSG00000100228	ENST00000341989	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RAB36	ENSG00000100228	ENST00000420895	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RAC2	ENSG00000128340	ENST00000249071	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RAC2	ENSG00000128340	ENST00000401529	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RAC2	ENSG00000128340	ENST00000405484	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RAC2	ENSG00000128340	ENST00000406508	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RAC2	ENSG00000128340	ENST00000441619	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RAC2	ENSG00000128340	ENST00000469532	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RBFOX2	ENSG00000100320	ENST00000262829	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000359369	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000397305	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000405409	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000408983	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000414461	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000416721	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000438146	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000449924	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000473487	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBFOX2	ENSG00000100320	ENST00000491982	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RBX1	ENSG00000100387	ENST00000216225	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
RBX1	ENSG00000100387	ENST00000476110	retained_intron	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
RFPL1S	ENSG00000225465	ENST00000461286	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RFPL2	ENSG00000128253	ENST00000248980	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
RFPL2	ENSG00000128253	ENST00000248983	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
RFPL2	ENSG00000128253	ENST00000400236	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
RFPL2	ENSG00000128253	ENST00000400237	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
RFPL2	ENSG00000128253	ENST00000489846	processed_transcript	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
RFPL3S	ENSG00000205853	ENST00000577714	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RHEBP3	ENSG00000237446	ENST00000411920	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RIBC2	ENSG00000128408	ENST00000342894	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RIBC2	ENSG00000128408	ENST00000466226	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RIBC2	ENSG00000128408	ENST00000498265	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RIBC2	ENSG00000128408	ENST00000538017	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RIMBP3C	ENSG00000183246	ENST00000331505	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RIMBP3C	ENSG00000183246	ENST00000433039	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RN7SKP221	ENSG00000222352	ENST00000410420	misc_RNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RN7SL280P	ENSG00000244671	ENST00000496490	misc_RNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RN7SL305P	ENSG00000240647	ENST00000464862	misc_RNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
RN7SL349P	ENSG00000266345	ENST00000582364	misc_RNA	0	0	0	6	0	0	2	0	0	0	0	0	0	0	4
RN7SL389P	ENSG00000266366	ENST00000582413	misc_RNA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
RN7SL704P	ENSG00000241693	ENST00000478699	misc_RNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RNA5SP495	ENSG00000252267	ENST00000516458	rRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RNF185	ENSG00000138942	ENST00000266252	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNF185	ENSG00000138942	ENST00000326132	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNF185	ENSG00000138942	ENST00000426256	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
RNF185	ENSG00000138942	ENST00000468921	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
